-5115.187417807314,-5596.7805534050522,-5123.9688309608155,-5578.811502705933,-5163.0945569267233,-5620.1790625496424,-5170.9790680949836,-5601.7987882416355,-5097.2163632395814,-5588.0032418734054,-5106.0018228648059,-5570.0259110879524,-5181.0656114944559,-5628.9563740812891,-5188.9460761909932,-5610.5843798596161,
-5163.0945569267233,-5620.1790625496424,-5170.9790680949836,-5601.7987882416355,-5207.6986945313238,-5639.2803018374434,-5214.1420324938863,-5620.3466440846423,-5144.7094453751852,-5612.3058374647426,-5152.6037971393907,-5593.9026235201691,-5226.0838060828619,-5647.1535269223432,-5232.5173034494792,-5628.2428088061088,
-5207.6986945313238,-5639.2803018374434,-5214.1420324938863,-5620.3466440846423,-5274.8207427417565,-5662.1004242701047,-5280.0216905711095,-5642.7885071804858,-5188.7631215088795,-5632.8425946126863,-5195.2103274526953,-5613.8975709548567,-5293.7563157642007,-5668.5381314948618,-5298.9533956123005,-5649.2375803102714,
-5274.8207427417565,-5662.1004242701047,-5280.0216905711095,-5642.7885071804858,-5335.5763448349271,-5678.4624385307179,-5340.6426197617884,-5659.11475499068,-5255.5088055908245,-5656.8995509320539,-5260.7097935876163,-5637.5874846945762,-5354.8882819858591,-5683.6633118687687,-5359.9545167452816,-5664.3157774765896,
-5335.5763448349271,-5678.4624385307179,-5340.6426197617884,-5659.11475499068,-5411.1236839735693,-5698.243055470256,-5416.5482983306765,-5678.9927682236548,-5316.2285494784692,-5673.3965906407175,-5321.295047518377,-5654.0480550502871,-5430.4714793300273,-5703.3089033602564,-5435.8958705740879,-5684.0594681640478,
-5411.1236839735693,-5698.243055470256,-5416.5482983306765,-5678.9927682236548,-5484.7922157818057,-5718.9921442814957,-5491.0666686736286,-5700.0018509475758,-5391.8726971268343,-5692.820924392272,-5397.2987029705237,-5673.5656991739397,-5504.0432026285407,-5724.4142753594797,-5510.3162640337814,-5705.4289199972909,
-5484.7922157818057,-5718.9921442814957,-5491.0666686736286,-5700.0018509475758,-5558.339644062572,-5743.2629752155399,-5566.0162356269475,-5724.7948962154451,-5465.7996566019629,-5712.7245533726873,-5472.0786006801773,-5693.7206668334074,-5577.3322032424148,-5749.5305661243483,-5585.0043036203988,-5731.0760803296134,
-5558.339644062572,-5743.2629752155399,-5566.0162356269475,-5724.7948962154451,-5618.4983348532714,-5768.2687425722161,-5626.0414081126255,-5749.7457286218887,-5539.8715343600961,-5735.5864575143087,-5547.5481873977205,-5717.1182306239962,-5636.9664445557473,-5775.9452602734473,-5644.5094563418525,-5757.4223942133376,
-5618.4983348532714,-5768.2687425722161,-5626.0414081126255,-5749.7457286218887,-5684.8226711846064,-5795.2759959791965,-5692.7039763852381,-5776.89434675138,-5599.9751439698903,-5760.7261038099641,-5607.51857020439,-5742.2022230823377,-5703.3458620679876,-5802.8186347414485,-5711.2268142934736,-5784.437852290931,
-5684.8226711846064,-5795.2759959791965,-5692.7039763852381,-5776.89434675138,-5747.6002969906694,-5822.1920272095913,-5755.310959333101,-5803.7381472316292,-5666.4409724335774,-5787.3948062830641,-5674.322376816076,-5769.0129257323642,-5765.9819957416985,-5830.0732169057237,-5773.692558902263,-5811.619568250645,
-5747.6002969906694,-5822.1920272095913,-5755.310959333101,-5803.7381472316292,-5803.7558463850728,-5845.6324943242535,-5810.2420491010362,-5826.7134781149625,-5729.1437007178101,-5814.4878689803836,-5736.8598577400162,-5796.0208387628909,-5822.2124426579321,-5853.3366525534611,-5828.693150694121,-5834.4307865837009,
-5803.7558463850728,-5845.6324943242535,-5810.2420491010362,-5826.7134781149625,-5868.9911117505153,-5867.9925050513593,-5874.8766304542378,-5848.8780950529272,-5784.8363611199711,-5839.1476599159132,-5791.3235063834945,-5820.225894478157,-5887.910597015617,-5874.4773394596996,-5893.7951731717794,-5855.3656786897327,
-5868.9911117505153,-5867.9925050513593,-5874.8766304542378,-5848.8780950529272,-5926.7246797873031,-5885.7658951200183,-5932.1242998845464,-5866.5085821505136,-5849.8763893701007,-5862.1080009669286,-5855.7625355333812,-5842.9915531685547,-5945.8394021677177,-5891.6503992044491,-5951.238394805403,-5872.3951240348861,
-5926.7246797873031,-5885.7658951200183,-5932.1242998845464,-5866.5085821505136,-6004.0440449969983,-5907.443694716123,-6009.0621970171715,-5888.0834738934554,-5907.4672356099827,-5880.3667429868246,-5912.8671187830587,-5861.1084917786302,-6023.3014891743187,-5912.8428468493166,-6028.3193781186592,-5893.4835642653388,
-6004.0440449969983,-5907.443694716123,-6009.0621970171715,-5888.0834738934554,-6064.1461317029834,-5923.017647023772,-6069.7306428332731,-5903.8131362141821,-5984.6834756575536,-5902.4268874791887,-5989.7023215374929,-5883.0639897156389,-6083.5067010424282,-5928.0344542607063,-6089.0905183129516,-5908.8326203919987,
-6064.1461317029834,-5923.017647023772,-6069.7306428332731,-5903.8131362141821,-6139.5681895193156,-5944.9497506592525,-6145.1527006496053,-5925.7452398496625,-6044.9416208933926,-5917.4331358934824,-6050.5261320236823,-5898.2286250838924,-6158.7727003289056,-5950.5342617895421,-6164.3572114591952,-5931.3297509799522,
